,Image,F1,Jaccard,Recall,Precision
442,images\2007.png,0.8361166147749788,0.7183852140077821,0.7330024813895781,0.9729907773386034
443,images\1684.png,0.8882521489971347,0.7989690721649485,0.9597523219814241,0.8266666666666667
444,images\189.png,0.957983193277311,0.9193548387096774,0.9684466019417476,0.9477434679334917
445,images\36.png,0.8980891719745223,0.815028901734104,0.8166023166023166,0.9976415094339622
446,images\55.png,0.9302325581395349,0.8695652173913043,0.9667673716012085,0.896358543417367
447,images\2898.png,0.9136253041362531,0.8409854423292273,0.8919239904988123,0.9364089775561097
448,images\157.png,0.9235767326732673,0.8580051739005461,0.9897214854111406,0.8657192575406032
449,images\3004.png,0.0,0.0,0.0,0.0
450,images\1275.png,0.9216944801026957,0.8547619047619047,0.899749373433584,0.9447368421052632
451,images\2343.png,0.9092878418629841,0.8336643495531281,0.8458438287153652,0.9830210772833724
452,images\434.png,0.9067567567567567,0.8294190358467244,1.0,0.8294190358467244
453,images\149.png,0.9697885196374623,0.9413489736070382,0.9553571428571429,0.9846625766871165
454,images\87.png,0.954855195911414,0.9136104319478403,0.9158496732026143,0.9973309608540926
455,images\2553.png,0.7836504580690627,0.6442641946697567,0.9928571428571429,0.6472642607683353
456,images\1641.png,0.8482142857142857,0.7364341085271318,0.9152215799614644,0.7903494176372712
457,images\1943.png,0.8730984787830264,0.7747779751332149,0.9179292929292929,0.832442748091603
458,images\2618.png,0.7663605051664754,0.6212191717077711,0.7089750398300584,0.8338538413491567
459,images\981.png,0.8335854765506808,0.7146562905317769,0.7259552042160737,0.9786856127886323
460,images\1729.png,0.9506109103424539,0.9058707773040341,0.9365886741268227,0.9650593990216632
461,images\2911.png,0.8624584717607974,0.758177570093458,0.9672131147540983,0.7781774580335732
462,images\2250.png,0.5927947598253275,0.4212567882079131,0.46331058020477817,0.8227272727272728
463,images\1271.png,0.6461538461538462,0.4772727272727273,0.9438202247191011,0.49122807017543857
464,images\1630.png,0.9245382585751979,0.8596663395485771,0.9977220956719818,0.8613569321533924
465,images\1927.png,0.7547528517110266,0.6061068702290077,0.6362179487179487,0.927570093457944
466,images\1103.png,0.79875,0.6649323621227887,0.7021978021978021,0.9260869565217391
467,images\213.png,0.952490774907749,0.9092910612065169,0.9468133883539661,0.9582366589327146
468,images\1656.png,0.8564231738035264,0.748898678414097,0.8947368421052632,0.821256038647343
469,images\2588.png,0.2944550669216061,0.1726457399103139,0.1878048780487805,0.6814159292035398
470,images\2274.png,0.874719800747198,0.7773351040283312,0.8186480186480186,0.9390374331550803
471,images\849.png,0.940868045441305,0.8883388338833883,0.9017308766052484,0.9835566382460414
472,images\2986.png,0.716462281679673,0.5581933989577301,0.8060200668896321,0.6448160535117057
473,images\1588.png,0.7198527155569193,0.5623202301054651,0.5636713118692936,0.9957555178268251
474,images\2688.png,0.8191214470284238,0.6936542669584245,0.7583732057416268,0.8904494382022472
475,images\1234.png,0.6396063960639606,0.4701627486437613,1.0,0.4701627486437613
476,images\745.png,0.9411449973247726,0.8888327438100051,0.9731673582295989,0.9111629111629111
477,images\387.png,0.9752559726962458,0.951706910907577,0.9853448275862069,0.9653716216216216
478,images\103.png,0.8416763678696159,0.7266331658291457,0.9691689008042895,0.7438271604938271
479,images\1742.png,0.8289241622574955,0.7078313253012049,0.9710743801652892,0.7230769230769231
480,images\636.png,0.9765226267437904,0.9541223404255319,0.9695945945945946,0.9835503769705277
481,images\2763.png,0.8722109533468559,0.7733812949640287,0.8004964318957493,0.9580393613070924
482,images\1446.png,0.9059982094897046,0.8281505728314239,0.9980276134122288,0.8295081967213115
483,images\2342.png,0.9245614035087719,0.8597063621533442,0.8807799442896936,0.9729230769230769
484,images\2494.png,0.85,0.7391304347826086,0.8857142857142857,0.8170542635658915
485,images\2390.png,0.81976023150062,0.6945709281961471,0.6945709281961471,1.0
486,images\2709.png,0.009280742459396751,0.004662004662004662,0.004662004662004662,1.0
487,images\2604.png,0.8906725712704124,0.8028942115768463,0.8045,0.9975201487910725
488,images\412.png,0.9662783568362967,0.9347568208778173,0.9425837320574163,0.9911949685534591
489,images\1097.png,0.8729446935724963,0.7745358090185677,0.8488372093023255,0.8984615384615384
490,images\1311.png,0.9255874673629243,0.8614823815309842,0.9101412066752247,0.9415670650730412
491,images\2081.png,0.6129032258064516,0.4418604651162791,1.0,0.4418604651162791
492,images\132.png,0.9563318777292577,0.9163179916317992,0.9513466550825369,0.961369622475856
493,images\186.png,0.17045454545454544,0.09316770186335403,0.11363636363636363,0.3409090909090909
494,images\1330.png,0.9072164948453608,0.8301886792452831,0.9496402877697842,0.868421052631579
495,images\1523.png,0.8547008547008547,0.746268656716418,0.8842443729903537,0.8270676691729323
496,images\2401.png,0.5856491082538365,0.41407624633431084,0.4192399049881235,0.9711141678129298
497,images\657.png,0.9278138898392063,0.8653477983407786,0.8822381262199089,0.9783549783549783
498,images\29.png,0.9574350469872858,0.9183457051961824,0.9643652561247216,0.9506037321624589
499,images\2579.png,0.0,0.0,0.0,0.0
500,images\2521.png,0.6363826669457818,0.46668713540067547,0.7711821410451547,0.5416963649322879
501,images\640.png,0.610011641443539,0.4388609715242881,0.8851351351351351,0.46536412078152756
502,images\2058.png,0.0,0.0,0.0,0.0
503,images\1981.png,0.8215720022948939,0.697176241480039,0.8938826466916354,0.7600849256900213
504,images\2091.png,0.677115987460815,0.5118483412322274,0.7047984644913627,0.6515259048970902
505,images\1204.png,0.8835341365461847,0.7913669064748201,0.8943089430894309,0.873015873015873
506,images\2451.png,0.5807243707796194,0.4091695501730104,0.5964691046658259,0.5657894736842105
507,images\523.png,0.9440817485097928,0.8940860215053763,0.8945669714900484,0.9993990384615384
508,images\1393.png,0.9164490861618799,0.8457831325301205,0.9616438356164384,0.8753117206982544
509,images\301.png,0.9771564950562563,0.9553333333333334,0.9744984699081944,0.9798290598290599
510,images\1477.png,0.2968197879858657,0.17427385892116182,0.9859154929577465,0.17470881863560733
511,images\2590.png,0.9090909090909091,0.8333333333333334,0.8571428571428571,0.967741935483871
